appendix_table,caption,row_label,column_position,estimate,std_error,significance_marker,interval_first,interval_second,interval_low,interval_high,interval_printed_descending
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) Democrat no,2,-8.76,2.09,*,-12.86,-4.65,-12.86,-4.65,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) Democrat yes,1,-8.73,1.99,*,-4.82,-12.64,-12.64,-4.82,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) Democrat yes,2,-8.92,1.91,*,-12.66,-5.18,-12.66,-5.18,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Donald Trump claimed his DNA was USA Panel 3 (Lucid) Democrat no,1,-0.2,3.08,,5.84,-6.24,-6.24,5.84,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Donald Trump claimed his DNA was USA Panel 3 (Lucid) Democrat no,2,-8.45,2.85,*,-14.04,-2.85,-14.04,-2.85,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Donald Trump claimed his DNA was USA Panel 3 (Lucid) Democrat yes,1,0.07,2.97,,5.9,-5.76,-5.76,5.9,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Donald Trump claimed his DNA was USA Panel 3 (Lucid) Democrat yes,2,-8,2.78,*,-13.44,-2.55,-13.44,-2.55,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) Democrat no,1,3.65,2.91,,9.36,-2.06,-2.06,9.36,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) Democrat no,2,-20.7,2.99,*,-26.58,-14.83,-26.58,-14.83,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) Democrat yes,1,3.1,2.75,,8.51,-2.3,-2.3,8.51,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) Democrat yes,2,-19.66,2.86,*,-25.28,-14.04,-25.28,-14.04,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Obama failed to nominate US judges Panel 3 (Lucid) Democrat no,1,2.3,2.84,,7.88,-3.28,-3.28,7.88,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Obama failed to nominate US judges Panel 3 (Lucid) Democrat no,2,-12,2.78,*,-17.46,-6.53,-17.46,-6.53,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Obama failed to nominate US judges Panel 3 (Lucid) Democrat yes,1,2.49,2.82,,8.03,-3.04,-3.04,8.03,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Obama failed to nominate US judges Panel 3 (Lucid) Democrat yes,2,-11.8,2.73,*,-17.16,-6.43,-17.16,-6.43,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Biden wears wire at debate Panel 2 (MTurk) Democrat no,1,0.26,2.69,,5.53,-5.02,-5.02,5.53,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Biden wears wire at debate Panel 2 (MTurk) Democrat no,2,-6.84,2.84,*,-12.42,-1.26,-12.42,-1.26,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Biden wears wire at debate Panel 2 (MTurk) Democrat yes,1,0.02,2.41,,4.75,-4.71,-4.71,4.75,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Biden wears wire at debate Panel 2 (MTurk) Democrat yes,2,-8.51,2.4,*,-13.22,-3.8,-13.22,-3.8,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Trump holds Bible upside down Panel 2 (MTurk) Democrat no,1,8.88,2.47,*,13.73,4.03,4.03,13.73,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Trump holds Bible upside down Panel 2 (MTurk) Democrat no,2,-28.01,2.66,*,-33.23,-22.79,-33.23,-22.79,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Trump holds Bible upside down Panel 2 (MTurk) Democrat yes,1,8.36,2.48,*,13.23,3.5,3.5,13.23,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Trump holds Bible upside down Panel 2 (MTurk) Democrat yes,2,-27.71,2.58,*,-32.77,-22.65,-32.77,-22.65,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Trump responsible for all Covid deaths Panel 2 (MTurk) Democrat no,1,5.91,3.1,,11.98,-0.17,-0.17,11.98,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Trump responsible for all Covid deaths Panel 2 (MTurk) Democrat no,2,-18.47,3.19,*,-24.74,-12.2,-24.74,-12.2,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Trump responsible for all Covid deaths Panel 2 (MTurk) Democrat yes,1,3.97,2.94,,9.75,-1.81,-1.81,9.75,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Trump responsible for all Covid deaths Panel 2 (MTurk) Democrat yes,2,-15.74,2.9,*,-21.44,-10.04,-21.44,-10.04,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,A black man invented the light bulb Panel 1 (MTurk) Democrat no,1,8.23,3.04,*,14.19,2.26,2.26,14.19,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,A black man invented the light bulb Panel 1 (MTurk) Democrat no,2,-9.48,3.04,*,-15.44,-3.51,-15.44,-3.51,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,A black man invented the light bulb Panel 1 (MTurk) Democrat yes,1,7.23,2.63,*,12.39,2.07,2.07,12.39,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,A black man invented the light bulb Panel 1 (MTurk) Democrat yes,2,-7.62,2.62,*,-12.76,-2.48,-12.76,-2.48,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Antifa start West Coast wildfires Panel 1 (MTurk) Democrat no,1,1.5,3.08,,7.54,-4.55,-4.55,7.54,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Antifa start West Coast wildfires Panel 1 (MTurk) Democrat no,2,-2.63,3.15,,-8.82,3.56,-8.82,3.56,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Antifa start West Coast wildfires Panel 1 (MTurk) Democrat yes,1,2.08,2.37,,6.72,-2.57,-2.57,6.72,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Antifa start West Coast wildfires Panel 1 (MTurk) Democrat yes,2,-3,2.42,,-7.75,1.74,-7.75,1.74,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) Democrat no,1,4.32,3.25,,10.7,-2.05,-2.05,10.7,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) Democrat no,2,-10.6,3.24,*,-16.96,-4.24,-16.96,-4.24,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) Democrat yes,1,4.11,2.64,,9.28,-1.07,-1.07,9.28,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) Democrat yes,2,-7.01,2.65,*,-12.22,-1.81,-12.22,-1.81,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,A black man invented the light bulb Panel 1 (Lucid) Democrat no,1,13.29,3.11,*,19.4,7.18,7.18,19.4,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,A black man invented the light bulb Panel 1 (Lucid) Democrat no,2,-6.56,3.13,*,-12.7,-0.42,-12.7,-0.42,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,A black man invented the light bulb Panel 1 (Lucid) Democrat yes,1,13.59,2.83,*,19.14,8.03,8.03,19.14,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,A black man invented the light bulb Panel 1 (Lucid) Democrat yes,2,-6.64,2.89,*,-12.32,-0.96,-12.32,-0.96,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Antifa start West Coast wildfires Panel 1 (Lucid) Democrat no,1,6.04,2.64,*,11.21,0.86,0.86,11.21,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Antifa start West Coast wildfires Panel 1 (Lucid) Democrat no,2,-8.69,2.66,*,-13.9,-3.47,-13.9,-3.47,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Antifa start West Coast wildfires Panel 1 (Lucid) Democrat yes,1,4.04,2.36,,8.67,-0.59,-0.59,8.67,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Antifa start West Coast wildfires Panel 1 (Lucid) Democrat yes,2,-9.3,2.44,*,-14.1,-4.51,-14.1,-4.51,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) Democrat no,1,3.67,3.07,,9.69,-2.34,-2.34,9.69,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) Democrat no,2,-9.39,3.06,*,-15.4,-3.37,-15.4,-3.37,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) Democrat yes,1,2.75,2.81,,8.26,-2.76,-2.76,8.26,TRUE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) Democrat yes,2,-7.67,2.77,*,-13.11,-2.23,-13.11,-2.23,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Meta-analysis Meta-analysis Democrat no,1,5.15,1.33,*,2.55,7.76,2.55,7.76,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Meta-analysis Meta-analysis Democrat no,2,-12.79,1.67,*,-16.06,-9.52,-16.06,-9.52,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Meta-analysis Meta-analysis Democrat yes,1,4.66,1.3,*,2.11,7.2,2.11,7.2,FALSE
2,Table 2: Conditional average treatment effects at Wave 1 among Democrats,Meta-analysis Meta-analysis Democrat yes,2,-12.11,1.6,*,-15.26,-8.97,-15.26,-8.97,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) Republican no,1,16.55,3.01,*,22.45,10.65,10.65,22.45,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) Republican no,2,-14.76,3.07,*,-20.78,-8.74,-20.78,-8.74,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) Republican yes,1,17.4,3,*,23.29,11.51,11.51,23.29,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) Republican yes,2,-14.81,3.06,*,-20.82,-8.79,-20.82,-8.79,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) Republican no,1,7.03,3.03,*,12.98,1.07,1.07,12.98,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) Republican no,2,-14.9,3.26,*,-21.3,-8.49,-21.3,-8.49,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) Republican yes,1,4.38,2.94,,10.15,-1.39,-1.39,10.15,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) Republican yes,2,-11.86,3.05,*,-17.85,-5.86,-17.85,-5.86,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Wisconsin has more votes than registered voters Panel 7 (Lucid) Republican no,1,5.19,3.01,,11.1,-0.73,-0.73,11.1,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Wisconsin has more votes than registered voters Panel 7 (Lucid) Republican no,2,-20.61,3.19,*,-26.86,-14.35,-26.86,-14.35,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Wisconsin has more votes than registered voters Panel 7 (Lucid) Republican yes,1,5.16,2.97,,11,-0.67,-0.67,11,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Wisconsin has more votes than registered voters Panel 7 (Lucid) Republican yes,2,-19.71,3.13,*,-25.85,-13.57,-25.85,-13.57,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Presidential winner must be announced election night Panel 6 (MTurk) Republican no,1,-2.57,5.02,,7.3,-12.44,-12.44,7.3,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Presidential winner must be announced election night Panel 6 (MTurk) Republican no,2,-6.12,5.31,,-16.57,4.33,-16.57,4.33,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Presidential winner must be announced election night Panel 6 (MTurk) Republican yes,1,-1.31,3.97,,6.5,-9.12,-9.12,6.5,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Presidential winner must be announced election night Panel 6 (MTurk) Republican yes,2,-3.13,4.27,,-11.52,5.27,-11.52,5.27,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) Republican no,1,-6.6,4.52,,2.29,-15.49,-15.49,2.29,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) Republican no,2,-1.97,4.84,,-11.5,7.56,-11.5,7.56,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) Republican yes,1,-6.1,4.07,,1.9,-14.1,-14.1,1.9,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) Republican yes,2,-2.92,4,,-10.8,4.95,-10.8,4.95,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump said ’Good’ to children’s separation Panel 6 (MTurk) Republican no,1,-15.72,4.77,*,-6.34,-25.09,-25.09,-6.34,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump said ’Good’ to children’s separation Panel 6 (MTurk) Republican no,2,-5.61,5.38,,-16.19,4.97,-16.19,4.97,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump said ’Good’ to children’s separation Panel 6 (MTurk) Republican yes,1,-10.25,3.72,*,-2.94,-17.56,-17.56,-2.94,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump said ’Good’ to children’s separation Panel 6 (MTurk) Republican yes,2,-4.98,4.21,,-13.26,3.31,-13.26,3.31,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) Republican no,1,11.13,3.48,*,17.96,4.29,4.29,17.96,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) Republican no,2,-11.81,2.79,*,-17.28,-6.34,-17.28,-6.34,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) Republican yes,1,14.59,3.17,*,20.82,8.37,8.37,20.82,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) Republican yes,2,-13.72,2.56,*,-18.74,-8.71,-18.74,-8.71,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Joe Biden has never made more than $400k Panel 5 (Lucid) Republican no,1,2.78,3.11,,8.88,-3.32,-3.32,8.88,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Joe Biden has never made more than $400k Panel 5 (Lucid) Republican no,2,-10.87,3.21,*,-17.17,-4.58,-17.17,-4.58,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Joe Biden has never made more than $400k Panel 5 (Lucid) Republican yes,1,2.68,2.82,,8.22,-2.87,-2.87,8.22,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Joe Biden has never made more than $400k Panel 5 (Lucid) Republican yes,2,-10.06,2.92,*,-15.8,-4.33,-15.8,-4.33,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) Republican no,1,12.27,2.75,*,17.66,6.87,6.87,17.66,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) Republican no,2,-10.73,2.87,*,-16.36,-5.1,-16.36,-5.1,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) Republican yes,1,12.45,2.7,*,17.75,7.14,7.14,17.75,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) Republican yes,2,-10.94,2.82,*,-16.49,-5.4,-16.49,-5.4,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) Republican no,1,3.63,3.1,,9.71,-2.45,-2.45,9.71,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) Republican no,2,-6.88,3.06,*,-12.89,-0.87,-12.89,-0.87,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) Republican yes,1,3.68,2.55,,8.67,-1.32,-1.32,8.67,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) Republican yes,2,-4.53,2.48,,-9.39,0.33,-9.39,0.33,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) Republican no,1,9.32,3.13,*,15.46,3.19,3.19,15.46,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) Republican no,2,-17.12,3.04,*,-23.08,-11.15,-23.08,-11.15,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) Republican yes,1,8.41,2.58,*,13.48,3.34,3.34,13.48,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) Republican yes,2,-16.11,2.61,*,-21.24,-10.99,-21.24,-10.99,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) Republican no,1,-1.19,2.92,,4.54,-6.92,-6.92,4.54,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) Republican no,2,-6.56,3.22,*,-12.89,-0.24,-12.89,-0.24,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) Republican yes,1,-0.79,2.53,,4.18,-5.77,-5.77,4.18,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) Republican yes,2,-7.47,2.65,*,-12.67,-2.26,-12.67,-2.26,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Donald Trump claimed his DNA was USA Panel 3 (Lucid) Republican no,1,-4.02,3.14,,2.15,-10.19,-10.19,2.15,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Donald Trump claimed his DNA was USA Panel 3 (Lucid) Republican no,2,-10.62,3.08,*,-16.67,-4.57,-16.67,-4.57,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Donald Trump claimed his DNA was USA Panel 3 (Lucid) Republican yes,1,-3.73,3.02,,2.2,-9.65,-9.65,2.2,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Donald Trump claimed his DNA was USA Panel 3 (Lucid) Republican yes,2,-10.91,2.76,*,-16.33,-5.5,-16.33,-5.5,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) Republican no,1,-4.32,2.98,,1.52,-10.17,-10.17,1.52,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) Republican no,2,-8.51,2.86,*,-14.13,-2.9,-14.13,-2.9,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) Republican yes,1,-0.95,2.57,,4.11,-6,-6,4.11,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) Republican yes,2,-9.12,2.45,*,-13.94,-4.3,-13.94,-4.3,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Obama failed to nominate US judges Panel 3 (Lucid) Republican no,1,11.51,2.79,*,16.98,6.04,6.04,16.98,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Obama failed to nominate US judges Panel 3 (Lucid) Republican no,2,-18,2.97,*,-23.83,-12.18,-23.83,-12.18,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Obama failed to nominate US judges Panel 3 (Lucid) Republican yes,1,11.36,2.66,*,16.58,6.15,6.15,16.58,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Obama failed to nominate US judges Panel 3 (Lucid) Republican yes,2,-17.35,2.91,*,-23.07,-11.63,-23.07,-11.63,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Biden wears wire at debate Panel 2 (MTurk) Republican no,1,-1.72,2.91,,3.99,-7.44,-7.44,3.99,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Biden wears wire at debate Panel 2 (MTurk) Republican no,2,-5.32,3.03,,-11.27,0.63,-11.27,0.63,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Biden wears wire at debate Panel 2 (MTurk) Republican yes,1,2.03,2.56,,7.05,-2.99,-2.99,7.05,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Biden wears wire at debate Panel 2 (MTurk) Republican yes,2,-5.35,2.41,*,-10.08,-0.62,-10.08,-0.62,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump holds Bible upside down Panel 2 (MTurk) Republican no,1,1.78,2.74,,7.15,-3.6,-3.6,7.15,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump holds Bible upside down Panel 2 (MTurk) Republican no,2,-11.73,3.06,*,-17.74,-5.72,-17.74,-5.72,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump holds Bible upside down Panel 2 (MTurk) Republican yes,1,1.87,2.37,,6.53,-2.78,-2.78,6.53,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump holds Bible upside down Panel 2 (MTurk) Republican yes,2,-11.84,2.59,*,-16.93,-6.75,-16.93,-6.75,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump responsible for all Covid deaths Panel 2 (MTurk) Republican no,1,-0.76,3.47,,6.05,-7.56,-7.56,6.05,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump responsible for all Covid deaths Panel 2 (MTurk) Republican no,2,1.39,3.46,,-5.4,8.18,-5.4,8.18,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump responsible for all Covid deaths Panel 2 (MTurk) Republican yes,1,-2.15,2.64,,3.04,-7.34,-7.34,3.04,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Trump responsible for all Covid deaths Panel 2 (MTurk) Republican yes,2,-0.78,2.52,,-5.72,4.16,-5.72,4.16,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,A black man invented the light bulb Panel 1 (MTurk) Republican no,1,4.52,2.86,,10.12,-1.09,-1.09,10.12,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,A black man invented the light bulb Panel 1 (MTurk) Republican no,2,-1.36,2.81,,-6.87,4.15,-6.87,4.15,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,A black man invented the light bulb Panel 1 (MTurk) Republican yes,1,2.85,2,,6.77,-1.08,-1.08,6.77,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,A black man invented the light bulb Panel 1 (MTurk) Republican yes,2,-0.98,1.94,,-4.8,2.83,-4.8,2.83,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Antifa start West Coast wildfires Panel 1 (MTurk) Republican no,1,6.24,2.6,*,11.34,1.13,1.13,11.34,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Antifa start West Coast wildfires Panel 1 (MTurk) Republican no,2,-4.58,2.56,,-9.6,0.44,-9.6,0.44,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Antifa start West Coast wildfires Panel 1 (MTurk) Republican yes,1,5.39,2.01,*,9.33,1.45,1.45,9.33,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Antifa start West Coast wildfires Panel 1 (MTurk) Republican yes,2,-5.59,1.96,*,-9.44,-1.73,-9.44,-1.73,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) Republican no,1,0.31,2.21,,4.64,-4.02,-4.02,4.64,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) Republican no,2,0.19,2.22,,-4.16,4.54,-4.16,4.54,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) Republican yes,1,0.64,2.01,,4.57,-3.3,-3.3,4.57,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) Republican yes,2,-0.13,1.94,,-3.94,3.69,-3.94,3.69,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,A black man invented the light bulb Panel 1 (Lucid) Republican no,1,4.24,3.1,,10.32,-1.83,-1.83,10.32,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,A black man invented the light bulb Panel 1 (Lucid) Republican no,2,2.55,3.19,,-3.71,8.81,-3.71,8.81,FALSE
